task,model,feature_set,candidate_index,validation_rmse,params,random_seed,error,selected
gse,Poisson,target metric + scaled day of week OHE + scaled season OHE + scaled weather,21,144743.68250348145,{'alpha': 0.0016889910806172045},3400945671,,False
gse,Poisson,target metric + scaled day of week OHE + scaled season OHE + scaled weather,22,144743.68250348145,{'alpha': 0.878876180900454},2151563324,,False
gse,Poisson,target metric + scaled day of week OHE + scaled season OHE + scaled weather,23,144743.68250348145,{'alpha': 3.493627878137544},1334721625,,False
gse,Poisson,target metric + scaled day of week OHE + scaled season OHE + scaled weather,24,144743.68250348145,{'alpha': 1725.6604600079093},4066872795,,False
gse,Poisson,target metric + scaled day of week OHE + scaled season OHE + scaled weather,25,144743.68250348145,{'alpha': 2828.073917642332},1372105262,,False
gse,Poisson,target metric + scaled day of week OHE + scaled season OHE + scaled weather,26,144743.68250348145,{'alpha': 0.0021523399422006817},3852778291,,False
gse,Poisson,target metric + scaled day of week OHE + scaled season OHE + scaled weather,27,144743.68250348145,{'alpha': 0.07412372722998944},1689794432,,False
gse,Poisson,target metric + scaled day of week OHE + scaled season OHE + scaled weather,28,144743.68250348145,{'alpha': 1.166792282415531},3349869796,,False
gse,Poisson,target metric + scaled day of week OHE + scaled season OHE + scaled weather,29,144743.68250348145,{'alpha': 0.0031404659931559796},657225187,,False
gse,Poisson,target metric + scaled day of week OHE + scaled season OHE + scaled weather,30,144743.68250348145,{'alpha': 284.9048150705732},3623519229,,False
gse,Poisson,target metric + scaled day of week OHE + scaled season OHE + scaled weather,31,144743.68250348145,{'alpha': 614.546019275459},358497152,,False
gse,Poisson,target metric + day of week,0,144743.68250348145,{'alpha': 2560.7127413729468},1930528671,,True
gse,Poisson,target metric + day of week,1,144743.68250348145,{'alpha': 1.2063339837860059},1300630076,,False
gse,Poisson,target metric + day of week,2,144743.68250348145,{'alpha': 18.687900209736753},1448377870,,False
gse,Poisson,target metric + day of week,3,144743.68250348145,{'alpha': 67.35970240452463},3978235847,,False
gse,Poisson,target metric + day of week,4,144743.68250348145,{'alpha': 5979.511263062223},1535279276,,False
gse,Poisson,target metric + day of week,5,144743.68250348145,{'alpha': 0.001633517963332552},4034141927,,False
gse,Poisson,target metric + day of week,6,144743.68250348145,{'alpha': 0.36579174700373585},3151946902,,False
gse,Poisson,target metric + day of week,7,144743.68250348145,{'alpha': 86.06309524444976},2841524411,,False
gse,Poisson,target metric + day of week,8,144743.68250348145,{'alpha': 0.4625763896567276},3496903081,,False
gse,Poisson,target metric + day of week,9,144743.68250348145,{'alpha': 99.41007975689263},1641964137,,False
gse,Poisson,target metric + day of week,10,144743.68250348145,{'alpha': 4.792033558240142},1364374792,,False
gse,Poisson,target metric + day of week,11,144743.68250348145,{'alpha': 0.00013500203527494836},250380700,,False
gse,Poisson,target metric + day of week,12,144743.68250348145,{'alpha': 0.00018525159981883717},2859343017,,False
gse,Poisson,target metric + day of week,13,144743.68250348145,{'alpha': 0.8065934990087373},2778303957,,False
gse,Poisson,target metric + day of week,14,144743.68250348145,{'alpha': 0.0003142516100263189},3929226316,,False
gse,Poisson,target metric + day of week,15,144743.68250348145,{'alpha': 1814.2991879535223},1901147853,,False
gse,Poisson,target metric + day of week,16,144743.68250348145,{'alpha': 343.36915165739606},303693157,,False
gse,Poisson,target metric + day of week,17,144743.68250348145,{'alpha': 4311.8495576447785},3125436674,,False
gse,Poisson,target metric + day of week,18,144743.68250348145,{'alpha': 0.0005578157890143751},3052996221,,False
gse,Poisson,target metric + day of week,19,144743.68250348145,{'alpha': 69.88776152138648},3987381535,,False
gse,Poisson,target metric + day of week,20,144743.68250348145,{'alpha': 4815.604006701455},1332838884,,False
gse,Poisson,target metric + day of week,21,144743.68250348145,{'alpha': 2017.955429157229},2852928598,,False
gse,Poisson,target metric + day of week,22,144743.68250348145,{'alpha': 0.003913453396630619},1691886262,,False
gse,Poisson,target metric + day of week,23,144743.68250348145,{'alpha': 2.0864711509128107},3818345297,,False
gse,Poisson,target metric + day of week,24,144743.68250348145,{'alpha': 0.20743457365882012},102419083,,False
gse,Poisson,target metric + day of week,25,144743.68250348145,{'alpha': 0.17412895268544243},2405651938,,False
gse,Poisson,target metric + day of week,26,144743.68250348145,{'alpha': 0.00032783424143907657},4010569034,,False
gse,Poisson,target metric + day of week,27,144743.68250348145,{'alpha': 0.0005587507441295546},3732377531,,False
gse,Poisson,target metric + day of week,28,144743.68250348145,{'alpha': 686.3898599065415},1467168162,,False
gse,Poisson,target metric + day of week,29,144743.68250348145,{'alpha': 637.2743585492501},4134450929,,False
gse,Poisson,target metric + day of week,30,144743.68250348145,{'alpha': 102.36613739104644},1730573375,,False
gse,Poisson,target metric + day of week,31,144743.68250348145,{'alpha': 1.730062631816363},961168453,,False
gse,Poisson,target metric + day of week OHE,0,144743.68250348145,{'alpha': 0.030225985347232687},177579485,,True
gse,Poisson,target metric + day of week OHE,1,144743.68250348145,{'alpha': 0.004690063439651351},3458385750,,False
gse,Poisson,target metric + day of week OHE,2,144743.68250348145,{'alpha': 4.065023247627119},701724964,,False
gse,Poisson,target metric + day of week OHE,3,144743.68250348145,{'alpha': 211.51034283293316},3754166098,,False
gse,Poisson,target metric + day of week OHE,4,144743.68250348145,{'alpha': 0.013701422924084434},3360277412,,False
gse,Poisson,target metric + day of week OHE,5,144743.68250348145,{'alpha': 0.9654868858632918},2991801411,,False
gse,Poisson,target metric + day of week OHE,6,144743.68250348145,{'alpha': 0.024286238380202437},2897427809,,False
gse,Poisson,target metric + day of week OHE,7,144743.68250348145,{'alpha': 0.8185008705965567},2520449730,,False
gse,Poisson,target metric + day of week OHE,8,144743.68250348145,{'alpha': 16.495579012884807},95562596,,False
gse,Poisson,target metric + day of week OHE,9,144743.68250348145,{'alpha': 0.18086328708107047},3400314790,,False
gse,Poisson,target metric + day of week OHE,10,144743.68250348145,{'alpha': 42.499583844089905},3343765062,,False
gse,Poisson,target metric + day of week OHE,11,144743.68250348145,{'alpha': 24.08328611829501},3208663515,,False
gse,Poisson,target metric + day of week OHE,12,144743.68250348145,{'alpha': 0.007774945749135927},396574612,,False
gse,Poisson,target metric + day of week OHE,13,144743.68250348145,{'alpha': 0.0005706439444215712},2502168162,,False
gse,Poisson,target metric + day of week OHE,14,144743.68250348145,{'alpha': 0.0021218740521120978},291335329,,False
gse,Poisson,target metric + day of week OHE,15,144743.68250348145,{'alpha': 0.842677360103473},1360391773,,False
gse,Poisson,target metric + day of week OHE,16,144743.68250348145,{'alpha': 49.838531101811306},2946373372,,False
gse,Poisson,target metric + day of week OHE,17,144743.68250348145,{'alpha': 903.0763159060042},1091669897,,False
gse,Poisson,target metric + day of week OHE,18,144743.68250348145,{'alpha': 0.015164211073837494},434373299,,False
gse,Poisson,target metric + day of week OHE,19,144743.68250348145,{'alpha': 38.131851483642414},725437424,,False
gse,Poisson,target metric + day of week OHE,20,144743.68250348145,{'alpha': 0.0009018819218143542},2652894159,,False
gse,Poisson,target metric + day of week OHE,21,144743.68250348145,{'alpha': 0.001550976445197374},3896226125,,False
gse,Poisson,target metric + day of week OHE,22,144743.68250348145,{'alpha': 0.3281893021573312},1967830294,,False
gse,Poisson,target metric + day of week OHE,23,144743.68250348145,{'alpha': 82.67744328053287},2614248671,,False
gse,Poisson,target metric + day of week OHE,24,144743.68250348145,{'alpha': 0.000333093757648073},3204323208,,False
gse,Poisson,target metric + day of week OHE,25,144743.68250348145,{'alpha': 0.0011641340953641654},1490383637,,False
gse,Poisson,target metric + day of week OHE,26,144743.68250348145,{'alpha': 0.0001067697209113585},3698725153,,False
gse,Poisson,target metric + day of week OHE,27,144743.68250348145,{'alpha': 141.63451045790978},2030574848,,False
gse,Poisson,target metric + day of week OHE,28,144743.68250348145,{'alpha': 0.0015898836521032113},533928685,,False
gse,Poisson,target metric + day of week OHE,29,144743.68250348145,{'alpha': 20.356421977830408},1933486552,,False
gse,Poisson,target metric + day of week OHE,30,144743.68250348145,{'alpha': 2.1786544881897223},1998676546,,False
gse,Poisson,target metric + day of week OHE,31,144743.68250348145,{'alpha': 1956.9097938632033},3515087834,,False
gse,Poisson,target metric + scaled day of week,0,144743.68250348145,{'alpha': 0.00011445305446571273},2661084611,,True
gse,Poisson,target metric + scaled day of week,1,144743.68250348145,{'alpha': 0.8914273531878558},2808802597,,False
gse,Poisson,target metric + scaled day of week,2,144743.68250348145,{'alpha': 599.3470040912039},2621179141,,False
gse,Poisson,target metric + scaled day of week,3,144743.68250348145,{'alpha': 0.1993517663180891},1055992548,,False
gse,Poisson,target metric + scaled day of week,4,144743.68250348145,{'alpha': 1190.8727257039618},4117547681,,False
gse,Poisson,target metric + scaled day of week,5,144743.68250348145,{'alpha': 2691.576913724492},4229756914,,False
gse,Poisson,target metric + scaled day of week,6,144743.68250348145,{'alpha': 18.39120592378445},3735220439,,False
gse,Poisson,target metric + scaled day of week,7,144743.68250348145,{'alpha': 0.0007518326456144185},2652383226,,False
gse,Poisson,target metric + scaled day of week,8,144743.68250348145,{'alpha': 0.001933883701279493},4130313916,,False
gse,Poisson,target metric + scaled day of week,9,144743.68250348145,{'alpha': 17.528030247653447},888592208,,False
gse,Poisson,target metric + scaled day of week,10,144743.68250348145,{'alpha': 1162.064514778219},1924432309,,False
gse,Poisson,target metric + scaled day of week,11,144743.68250348145,{'alpha': 0.030044372158769414},2048748715,,False
gse,Poisson,target metric + scaled day of week,12,144743.68250348145,{'alpha': 768.7936690234992},3790515050,,False
gse,Poisson,target metric + scaled day of week,13,144743.68250348145,{'alpha': 936.0676694635937},191865988,,False
gse,Poisson,target metric + scaled day of week,14,144743.68250348145,{'alpha': 0.40980181233132557},1614625174,,False
gse,Poisson,target metric + scaled day of week,15,144743.68250348145,{'alpha': 0.054818242152254094},665136734,,False
gse,Poisson,target metric + scaled day of week,16,144743.68250348145,{'alpha': 0.018682905070458913},2255542661,,False
gse,Poisson,target metric + scaled day of week,17,144743.68250348145,{'alpha': 0.0016751625382442998},2880841318,,False
gse,Poisson,target metric + scaled day of week,18,144743.68250348145,{'alpha': 0.0374896077889492},2226103062,,False
gse,Poisson,target metric + scaled day of week,19,144743.68250348145,{'alpha': 2954.3532072167363},3598032731,,False
gse,Poisson,target metric + scaled day of week,20,144743.68250348145,{'alpha': 1.050697491478723},760114582,,False
gse,Poisson,target metric + scaled day of week,21,144743.68250348145,{'alpha': 0.00010829882981836105},2263497754,,False
